ID,项目,包代号,楼栋,一级专业,二级专业,三级专业,清单名称,清单原始描述,特征1,特征2,特征3,特征4,特征5,单位,数量,综合单价,安装费,材料费,其它,合价,是否直接数据,分摊数据来源,特征分类,特征字典,大宗材料标志,招标时间,合同竣工时间,品牌库,使用品牌
P023,深圳前海项目,包A,塔楼,建筑工程,砌筑工程,加气块墙,A5.0加气混凝土砌块,厚度200mm,A5.0,厚200mm,,,m³,310,285,12,273,0,88350,是,,砌块,{A5.0:285},否,2024-04-10,2025-12-31,深圳加气厂,深圳建材
P024,深圳前海项目,包B,塔楼,装饰工程,墙面工程,瓷砖墙面,釉面砖300x600,吸水率<0.5%,300x600,釉面,吸水率<0.5%,,m²,430,68.5,8,60.5,0,29455,是,,瓷砖,{300x600釉面:68.5},否,2024-05-05,2025-12-31,马可波罗,马可波罗
P025,深圳前海项目,包C,塔楼,安装工程,给排水工程,排水管,PVC-U排水管DN110,实壁管,PVC-U,DN110,实壁,,m,520,15.8,2,13.8,0,8216,是,,管材,{PVC-U DN110:15.8},否,2024-05-20,2025-12-31,联塑,联塑
P026,成都天府项目,包1,1#楼,建筑工程,钢结构工程,钢柱,方钢管200x200x8,Q355B,200x200x8,Q355B,,,t,18.6,6180,310,5870,0,114948,是,,钢材,{200x200x8:6180},是,2024-06-01,2025-08-31,攀钢,攀钢
P027,成都天府项目,包2,1#楼,装饰工程,吊顶工程,石膏板吊顶,石膏板吊顶,12mm厚,石膏板,12mm厚,,,m²,520,45.2,6,39.2,0,23504,是,,吊顶,{石膏板:45.2},否,2024-06-15,2025-08-31,龙牌,龙牌
P028,成都天府项目,包3,1#楼,安装工程,暖通工程,镀锌风管,镀锌风管,镀锌层80g,镀锌,80g,,,m²,340,68.5,10,58.5,0,23290,是,,风管,{镀锌风管:68.5},否,2024-07-01,2025-09-30,成都风管厂,成都暖通
P029,武汉光谷项目,包A,写字楼,建筑工程,土方工程,余方弃置,渣土外运,运距15km,渣土,运距15km,,,m³,760,42.5,0,42.5,0,32300,是,,土方,{渣土外运:42.5},否,2024-08-10,2025-11-30,武汉渣土公司,武汉建工
P030,武汉光谷项目,包B,写字楼,建筑工程,混凝土工程,后浇带,微膨胀混凝土,膨胀率0.03%,微膨胀,膨胀率0.03%,,,m³,95,520,25,495,0,49400,是,,混凝土,{微膨胀:520},是,2024-08-20,2025-11-30,华新水泥,华新
P031,武汉光谷项目,包C,写字楼,装饰工程,地面工程,环氧地坪,自流平环氧,2mm厚,环氧自流平,2mm厚,,,m²,320,58.2,5,53.2,0,18624,是,,地坪,{环氧:58.2},否,2024-09-05,2025-12-31,西卡,西卡
P032,武汉光谷项目,包D,写字楼,安装工程,电气工程,电缆桥架,槽式桥架200x100,热镀锌,200x100,热镀锌,,,m,210,86.5,8,78.5,0,18165,是,,桥架,{槽式桥架:86.5},否,2024-09-15,2025-12-31,镇江桥架,镇江
P033,西安高新项目,包1,科研楼,建筑工程,砌筑工程,构造柱,C25混凝土,含钢筋,C25,构造柱,含钢筋,,m³,64,560,30,530,0,35840,是,,混凝土,{C25构造柱:560},否,2024-10-01,2026-01-31,冀东水泥,冀东
P034,西安高新项目,包2,科研楼,装饰工程,墙面工程,软包墙面,布艺软包,阻燃B1级,布艺,阻燃B1,,,m²,115,185,15,170,0,21275,是,,软包,{布艺软包:185},否,2024-10-10,2026-01-31,西安装饰,西安
P035,西安高新项目,包3,科研楼,安装工程,给排水工程,水龙头,单冷面盆龙头,铜合金,单冷,铜合金,,,个,95,48.5,5,43.5,0,4607.5,是,,卫浴,{水龙头:48.5},否,2024-10-20,2026-02-28,九牧,九牧
P036,长沙梅溪湖项目,包A,住宅,建筑工程,钢结构工程,预埋件,钢板预埋件,Q235B 10mm厚,钢板,10mm,Q235B,,t,4.2,6250,200,6050,0,26250,是,,钢材,{预埋件:6250},是,2024-11-01,2026-03-31,涟钢,涟钢
P037,长沙梅溪湖项目,包B,住宅,装饰工程,吊顶工程,矿棉板吊顶,矿棉吸音板,15mm厚,矿棉,15mm,,,m²,410,32.5,4,28.5,0,13325,是,,吊顶,{矿棉板:32.5},否,2024-11-10,2026-03-31,阿姆斯壮,阿姆斯壮
P038,长沙梅溪湖项目,包C,住宅,安装工程,暖通工程,风机盘管,卧式暗装,制冷量3.5kW,卧式暗装,3.5kW,,,台,32,1250,80,1170,0,40000,是,,暖通,{风机盘管:1250},否,2024-11-20,2026-04-30,格力,格力
P039,青岛胶东项目,包1,航站楼,建筑工程,土方工程,地基处理,碎石垫层,级配碎石,碎石,级配,,,m³,540,105,0,105,0,56700,是,,地基,{碎石垫层:105},否,2024-12-01,2026-06-30,青岛碎石厂,青岛
P040,青岛胶东项目,包2,航站楼,建筑工程,混凝土工程,基础混凝土,C35抗渗混凝土,P6抗渗,C35,P6,,,m³,820,565,30,535,0,463300,是,,混凝土,{C35抗渗:565},是,2024-12-10,2026-06-30,山水水泥,山水
P041,青岛胶东项目,包3,航站楼,装饰工程,地面工程,实木地板,橡木地板,18mm厚,橡木,18mm,,,m²,210,268,15,253,0,56280,是,,地板,{橡木:268},否,2024-12-20,2026-07-31,大自然,大自然
P042,青岛胶东项目,包4,航站楼,安装工程,电气工程,开关插座,五孔插座,10A 白色,五孔,10A,白色,,个,460,8.5,1,7.5,0,3910,是,,电气,{五孔插座:8.5},否,2025-01-05,2026-07-31,公牛,公牛
P043,郑州航空港项目,包X,物流库,建筑工程,砌筑工程,过梁,C20混凝土过梁,含钢筋,C20,过梁,含钢筋,,m³,38,590,25,565,0,22420,是,,混凝土,{C20过梁:590},否,2025-01-15,2026-08-31,天瑞水泥,天瑞
P044,郑州航空港项目,包Y,物流库,装饰工程,墙面工程,墙纸,无纺布墙纸,环保胶,无纺布,环保胶,,,m²,550,28.5,3,25.5,0,15675,是,,墙纸,{无纺布:28.5},否,2025-02-01,2026-08-31,玉兰,玉兰
P045,郑州航空港项目,包Z,物流库,安装工程,给排水工程,地漏,不锈钢地漏,DN50 防臭,不锈钢,DN50,防臭,,个,120,32.5,3,29.5,0,3900,是,,卫浴,{地漏:32.5},否,2025-02-10,2026-09-30,九牧,九牧
P046,天津滨海项目,包A,办公楼,建筑工程,钢结构工程,檩条,C型钢檩条,Q235B 镀锌,C型钢,Q235B,镀锌,,t,11.8,5480,220,5260,0,64664,是,,钢材,{C型钢:5480},是,2025-03-01,2026-10-31,天津钢铁,天津
P047,天津滨海项目,包B,办公楼,装饰工程,吊顶工程,铝格栅吊顶,铝格栅,间距100x100,铝格栅,100x100,,,m²,175,85.5,8,77.5,0,14962.5,是,,吊顶,{铝格栅:85.5},否,2025-03-10,2026-10-31,天津装饰,天津
P048,天津滨海项目,包C,办公楼,安装工程,暖通工程,风口,双层百叶风口,铝合金,双层百叶,铝合金,,,个,85,48.5,5,43.5,0,4122.5,是,,暖通,{风口:48.5},否,2025-03-20,2026-11-30,天津暖通,天津
P049,沈阳铁西项目,包1,厂房,建筑工程,土方工程,基坑支护,土钉墙,6m土钉,土钉墙,6m,,,m²,420,185,0,185,0,77700,是,,支护,{土钉墙:185},否,2025-04-01,2026-12-31,沈阳地基,沈阳
P050,沈阳铁西项目,包2,厂房,建筑工程,混凝土工程,楼梯混凝土,C30混凝土楼梯,现浇,C30,楼梯,现浇,,m³,76,620,30,590,0,47120,是,,混凝土,{C30楼梯:620},是,2025-04-10,2026-12-31,亚泰水泥,亚泰
P051,沈阳铁西项目,包3,厂房,装饰工程,地面工程,橡胶地板,同质透心橡胶,2mm厚,橡胶,2mm,,,m²,195,98.5,8,90.5,0,19207.5,是,,地板,{橡胶:98.5},否,2025-04-20,2027-01-31,沈阳地板,沈阳
P052,沈阳铁西项目,包4,厂房,安装工程,电气工程,灯具,LED平板灯,600x600 40W,LED,600x600,40W,,套,130,85.5,5,80.5,0,11115,是,,灯具,{LED平板:85.5},否,2025-05-01,2027-01-31,欧普,欧普
P053,大连高新项目,包A,研发楼,建筑工程,砌筑工程,女儿墙,M7.5砂浆砌砖,含压顶,M7.5,砌砖,压顶,,m³,52,345,15,330,0,17940,是,,砖,{M7.5:345},否,2025-05-10,2027-02-28,大连砖厂,大连
P054,大连高新项目,包B,研发楼,装饰工程,墙面工程,石材干挂,花岗岩25mm,火烧面,花岗岩,25mm,火烧面,,m²,98,285,25,260,0,27930,是,,石材,{花岗岩:285},否,2025-05-20,2027-02-28,大连石材,大连
P055,大连高新项目,包C,研发楼,安装工程,给排水工程,阀门,闸阀DN50,铜芯,闸阀,DN50,铜芯,,个,45,68.5,5,63.5,0,3082.5,是,,阀门,{闸阀DN50:68.5},否,2025-06-01,2027-03-31,大连阀门,大连
P056,厦门翔安项目,包1,航站楼,建筑工程,钢结构工程,楼梯栏杆,不锈钢栏杆,304材质,不锈钢,栏杆,304,,m,68,158,20,138,0,10744,是,,钢材,{不锈钢栏杆:158},是,2025-06-10,2027-04-30,厦门不锈钢,厦门
P057,厦门翔安项目,包2,航站楼,装饰工程,吊顶工程,软膜天花,透光软膜,白色,软膜,透光,白色,,m²,42,128,10,118,0,5376,是,,吊顶,{软膜:128},否,2025-06-20,2027-04-30,厦门装饰,厦门
P058,厦门翔安项目,包3,航站楼,安装工程,暖通工程,消声器,管式消声器,长度1m,管式,消声器,1m,,个,15,365,25,340,0,5475,是,,暖通,{消声器:365},否,2025-07-01,2027-05-31,厦门暖通,厦门
P059,合肥滨湖项目,包1,3#楼,建筑工程,土方工程,普通土方,三类土挖深2m,三类土,挖深2m,,,m³,1350,29.8,0,29.8,0,40230,是,,土方类,{三类土:29.8},否,2023-03-15,2024-06-30,本地土方公司,安徽建工
P060,合肥滨湖项目,包2,3#楼,建筑工程,混凝土工程,C30商品混凝土,坍落度180±20,C30,坍落度180,,,m³,2680,488,25,463,0,1307840,是,,混凝土,{C30:488},是,2023-04-10,2024-06-30,海螺水泥,海螺
P061,南京江北项目,包A,4#楼,建筑工程,土方工程,普通土方,三类土挖深2.5m,三类土,挖深2.5m,,,m³,1680,31.2,0,31.2,0,52416,是,,土方类,{三类土:31.2},否,2023-08-01,2024-12-31,南京土方公司,南京建工
P062,南京江北项目,包B,4#楼,建筑工程,混凝土工程,C30商品混凝土,坍落度180±20,C30,坍落度180,,,m³,2350,502,25,477,0,1179700,是,,混凝土,{C30:502},是,2023-08-15,2024-12-31,海螺水泥,海螺
P063,杭州亚运项目,包X,训练馆,建筑工程,钢结构工程,H型钢200x200,Q235B,H200x200,Q235B,,,t,12.8,5720,280,5440,0,73216,是,,钢材,{H200x200:5720},是,2022-10-10,2023-08-31,宝钢,宝钢
P064,上海临港项目,包1,宿舍楼,建筑工程,土方工程,素土回填,夯实系数0.94,素土,夯实0.94,,,m³,850,18.8,0,18.8,0,15980,是,,土方类,{素土:18.8},否,2024-01-10,2025-06-30,上海土方公司,上海建工
P065,上海临港项目,包2,宿舍楼,建筑工程,混凝土工程,预制叠合板,C30含钢筋,预制叠合板,C30,含钢筋,,m³,210,1280,80,1200,0,268800,是,,预制构件,{叠合板:1280},是,2024-01-20,2025-06-30,上海建工,上海建工
P066,深圳前海项目,包A,裙楼,建筑工程,砌筑工程,加气块墙,A5.0加气混凝土砌块,厚度200mm,A5.0,厚200mm,,,m³,285,292,12,280,0,83220,是,,砌块,{A5.0:292},否,2024-04-10,2025-12-31,深圳加气厂,深圳建材
P067,成都天府项目,包1,2#楼,建筑工程,钢结构工程,方钢管200x200x8,Q355B,200x200x8,Q355B,,,t,20.1,6220,310,5910,0,125022,是,,钢材,{200x200x8:6220},是,2024-06-01,2025-08-31,攀钢,攀钢
P068,武汉光谷项目,包A,公寓楼,建筑工程,土方工程,渣土外运,运距15km,渣土,运距15km,,,m³,690,44.2,0,44.2,0,30498,是,,土方,{渣土外运:44.2},否,2024-08-10,2025-11-30,武汉渣土公司,武汉建工
P069,西安高新项目,包1,实验楼,建筑工程,砌筑工程,构造柱,C25混凝土,含钢筋,C25,构造柱,含钢筋,,m³,58,575,30,545,0,33350,是,,混凝土,{C25构造柱:575},否,2024-10-01,2026-01-31,冀东水泥,冀东
P070,长沙梅溪湖项目,包A,商业楼,建筑工程,钢结构工程,预埋件,钢板预埋件,Q235B 10mm厚,钢板,10mm,Q235B,,t,5.6,6350,200,6150,0,35560,是,,钢材,{预埋件:6350},是,2024-11-01,2026-03-31,涟钢,涟钢
P071,青岛胶东项目,包1,货运楼,建筑工程,土方工程,碎石垫层,级配碎石,碎石,级配,,,m³,480,108,0,108,0,51840,是,,地基,{碎石垫层:108},否,2024-12-01,2026-06-30,青岛碎石厂,青岛
P072,郑州航空港项目,包X,分拨中心,建筑工程,砌筑工程,过梁,C20混凝土过梁,含钢筋,C20,过梁,含钢筋,,m³,42,605,25,580,0,25410,是,,混凝土,{C20过梁:605},否,2025-01-15,2026-08-31,天瑞水泥,天瑞
P073,天津滨海项目,包A,车间,建筑工程,钢结构工程,檩条,C型钢檩条,Q235B 镀锌,C型钢,Q235B,镀锌,,t,13.5,5520,220,5300,0,74520,是,,钢材,{C型钢:5520},是,2025-03-01,2026-10-31,天津钢铁,天津
P074,沈阳铁西项目,包1,仓库,建筑工程,土方工程,基坑支护,土钉墙,6m土钉,土钉墙,6m,,,m²,380,192,0,192,0,72960,是,,支护,{土钉墙:192},否,2025-04-01,2026-12-31,沈阳地基,沈阳
P075,大连高新项目,包A,办公楼,建筑工程,砌筑工程,女儿墙,M7.5砂浆砌砖,含压顶,M7.5,砌砖,压顶,,m³,48,352,15,337,0,16896,是,,砖,{M7.5:352},否,2025-05-10,2027-02-28,大连砖厂,大连
P076,厦门翔安项目,包1,货运站,建筑工程,钢结构工程,楼梯栏杆,不锈钢栏杆,304材质,不锈钢,栏杆,304,,m,55,165,20,145,0,9075,是,,钢材,{不锈钢栏杆:165},是,2025-06-10,2027-04-30,厦门不锈钢,厦门
P077,合肥滨湖项目,包3,1#楼,装饰工程,地面工程,防滑地砖800x800,防滑等级R10,800x800,防滑R10,,,m²,950,79.5,12,67.5,0,75525,是,,地砖,{800x800防滑:79.5},否,2023-05-20,2024-08-15,马可波罗,马可波罗
P078,合肥滨湖项目,包4,1#楼,安装工程,电气工程,BV2.5mm²电线,铜芯阻燃,BV2.5,铜芯,阻燃,,m,3800,1.88,0.2,1.68,0,7144,是,,电线,{BV2.5:1.88},否,2023-06-10,2024-07-31,远东电缆,远东
P079,南京江北项目,包C,3#楼,装饰工程,地面工程,防滑地砖800x800,防滑等级R10,800x800,防滑R10,,,m²,800,83.5,12,71.5,0,66800,是,,地砖,{800x800防滑:83.5},否,2023-09-10,2025-01-31,诺贝尔,诺贝尔
P080,杭州亚运项目,包Z,游泳馆,安装工程,给排水工程,PPR给水管DN20,工作压力1.0MPa,PPR,DN20,1.0MPa,,m,720,8.9,1.2,7.7,0,6408,是,,管材,{PPR DN20:8.9},否,2022-11-20,2023-09-30,伟星,伟星
P081,上海临港项目,包3,研发楼,装饰工程,地面工程,水泥砂浆找平,1:2.5水泥砂浆,厚度30mm,1:2.5,厚30mm,,,m²,820,14.8,2.5,12.3,0,12136,是,,砂浆,{水泥砂浆:14.8},否,2024-02-15,2025-07-31,本地砂浆厂,上海砂浆
P082,深圳前海项目,包B,塔楼,装饰工程,墙面工程,瓷砖墙面,釉面砖300x600,吸水率<0.5%,300x600,釉面,吸水率<0.5%,,m²,460,70.2,8,62.2,0,32292,是,,瓷砖,{300x600釉面:70.2},否,2024-05-05,2025-12-31,马可波罗,马可波罗
P083,成都天府项目,包2,1#楼,装饰工程,吊顶工程,石膏板吊顶,石膏板吊顶,12mm厚,石膏板,12mm厚,,,m²,560,46.5,6,40.5,0,26040,是,,吊顶,{石膏板:46.5},否,2024-06-15,2025-08-31,龙牌,龙牌
P084,武汉光谷项目,包C,写字楼,装饰工程,地面工程,环氧地坪,自流平环氧,2mm厚,环氧自流平,2mm厚,,,m²,350,59.8,5,54.8,0,20930,是,,地坪,{环氧:59.8},否,2024-09-05,2025-12-31,西卡,西卡
P085,西安高新项目,包2,科研楼,装饰工程,墙面工程,软包墙面,布艺软包,阻燃B1级,布艺,阻燃B1,,,m²,125,188,15,173,0,23500,是,,软包,{布艺软包:188},否,2024-10-10,2026-01-31,西安装饰,西安
P086,长沙梅溪湖项目,包B,住宅,装饰工程,吊顶工程,矿棉板吊顶,矿棉吸音板,15mm厚,矿棉,15mm,,,m²,440,33.8,4,29.8,0,14872,是,,吊顶,{矿棉板:33.8},否,2024-11-10,2026-03-31,阿姆斯壮,阿姆斯壮
P087,青岛胶东项目,包3,航站楼,装饰工程,地面工程,实木地板,橡木地板,18mm厚,橡木,18mm,,,m²,230,272,15,257,0,62560,是,,地板,{橡木:272},否,2024-12-20,2026-07-31,大自然,大自然
P088,郑州航空港项目,包Y,物流库,装饰工程,墙面工程,墙纸,无纺布墙纸,环保胶,无纺布,环保胶,,,m²,580,29.2,3,26.2,0,16936,是,,墙纸,{无纺布:29.2},否,2025-02-01,2026-08-31,玉兰,玉兰
P089,天津滨海项目,包B,办公楼,装饰工程,吊顶工程,铝格栅吊顶,铝格栅,间距100x100,铝格栅,100x100,,,m²,190,87.5,8,79.5,0,16625,是,,吊顶,{铝格栅:87.5},否,2025-03-10,2026-10-31,天津装饰,天津
P090,沈阳铁西项目,包3,厂房,装饰工程,地面工程,橡胶地板,同质透心橡胶,2mm厚,橡胶,2mm,,,m²,210,100.5,8,92.5,0,21105,是,,地板,{橡胶:100.5},否,2025-04-20,2027-01-31,沈阳地板,沈阳
P091,大连高新项目,包B,研发楼,装饰工程,墙面工程,石材干挂,花岗岩25mm,火烧面,花岗岩,25mm,火烧面,,m²,105,292,25,267,0,30660,是,,石材,{花岗岩:292},否,2025-05-20,2027-02-28,大连石材,大连
P092,厦门翔安项目,包2,航站楼,装饰工程,吊顶工程,软膜天花,透光软膜,白色,软膜,透光,白色,,m²,48,132,10,122,0,6336,是,,吊顶,{软膜:132},否,2025-06-20,2027-04-30,厦门装饰,厦门
P093,合肥滨湖项目,包5,1#楼,建筑工程,砌筑工程,MU10页岩砖,强度等级MU10,MU10,页岩砖,,,m³,450,325,15,310,0,146250,是,,砖,{MU10:325},否,2023-07-05,2024-09-30,本地砖厂,合肥砖业
P094,南京江北项目,包D,3#楼,安装工程,电气工程,BV2.5mm²电线,铜芯阻燃,BV2.5,铜芯,阻燃,,m,3000,2.02,0.2,1.82,0,6060,是,,电线,{BV2.5:2.02},否,2023-09-20,2025-01-31,江南电缆,江南
P095,杭州亚运项目,包Y,游泳馆,装饰工程,墙面工程,内墙乳胶漆,环保净味,环保,净味,,,m²,1350,23.2,3,20.2,0,31320,是,,涂料,{乳胶漆:23.2},否,2022-11-05,2023-09-30,立邦,立邦
P096,上海临港项目,包4,研发楼,安装工程,电气工程,照明配电箱,8回路,8回路,配电箱,,,台,14,335,20,315,0,4690,是,,电气,{配电箱8回路:335},否,2024-03-01,2025-07-31,正泰,正泰
P097,深圳前海项目,包C,塔楼,安装工程,给排水工程,PVC-U排水管DN110,实壁管,PVC-U,DN110,实壁,,m,560,16.2,2,14.2,0,9072,是,,管材,{PVC-U DN110:16.2},否,2024-05-20,2025-12-31,联塑,联塑
P098,成都天府项目,包3,1#楼,安装工程,暖通工程,镀锌风管,镀锌风管,镀锌层80g,镀锌,80g,,,m²,370,70.5,10,60.5,0,26085,是,,风管,{镀锌风管:70.5},否,2024-07-01,2025-09-30,成都风管厂,成都暖通
P099,武汉光谷项目,包D,写字楼,安装工程,电气工程,槽式桥架200x100,热镀锌,200x100,热镀锌,,,m,230,88.5,8,80.5,0,20355,是,,桥架,{槽式桥架:88.5},否,2024-09-15,2025-12-31,镇江桥架,镇江
P100,西安高新项目,包3,科研楼,安装工程,给排水工程,单冷面盆龙头,铜合金,单冷,铜合金,,,个,105,49.5,5,44.5,0,5197.5,是,,卫浴,{水龙头:49.5},否,2024-10-20,2026-02-28,九牧,九牧
